"entity_id","domain","state","friendly_name","device_class","unit_of_measurement"
"sun.sun","sun","below_horizon","Sun","",""
"binary_sensor.sun_solar_rising","binary_sensor","on","Sun Solar rising","",""
"sensor.sun_next_dawn","sensor","2026-02-26T11:34:53+00:00","Sun Next dawn","timestamp",""
"sensor.sun_next_dusk","sensor","2026-02-26T23:48:09+00:00","Sun Next dusk","timestamp",""
"sensor.sun_next_midnight","sensor","2026-02-27T05:41:06+00:00","Sun Next midnight","timestamp",""
"sensor.sun_next_noon","sensor","2026-02-26T17:41:24+00:00","Sun Next noon","timestamp",""
"sensor.sun_next_rising","sensor","2026-02-26T12:00:20+00:00","Sun Next rising","timestamp",""
"sensor.sun_next_setting","sensor","2026-02-26T23:22:40+00:00","Sun Next setting","timestamp",""
"sensor.sun_solar_elevation","sensor","-49.41","Sun Solar elevation","","°"
"sensor.sun_solar_azimuth","sensor","60.59","Sun Solar azimuth","","°"
"camera.10_0_0_60","camera","idle","front Porch ring mqtt","",""
"camera.10_0_0_60_2","camera","unavailable","10_0_0_60","",""
"binary_sensor.kitchen_main_mic_muted","binary_sensor","off","Kitchen Main Mic muted","",""
"binary_sensor.kitchen_main_music_active","binary_sensor","off","Kitchen Main Music active","",""
"device_tracker.kitchen_main","device_tracker","unknown","Kitchen Main","",""
"sensor.kitchen_main_audio_mode","sensor","unknown","Kitchen Main Audio mode","enum",""
"sensor.kitchen_main_volume_level_music","sensor","unknown","Kitchen Main Volume level music","",""
"sensor.kitchen_main_battery_level","sensor","61","Kitchen Main Battery level","battery","%"
"sensor.kitchen_main_battery_state","sensor","discharging","Kitchen Main Battery state","enum",""
"sensor.kitchen_main_charger_type","sensor","none","Kitchen Main Charger type","enum",""
"sensor.kitchen_main_bluetooth_connection","sensor","unknown","Kitchen Main Bluetooth connection","","connection(s)"
"sensor.kitchen_main_ble_transmitter","sensor","unknown","Kitchen Main BLE transmitter","enum",""
"sensor.kitchen_main_beacon_monitor","sensor","Bluetooth is turned off","Kitchen Main Beacon monitor","enum",""
"sensor.kitchen_main_internal_storage","sensor","unknown","Kitchen Main Internal storage","","%"
"sensor.kitchen_main_external_storage","sensor","unknown","Kitchen Main External storage","","%"
"binary_sensor.pauls_ipad_focus","binary_sensor","off","Paul’s iPad Focus","",""
"device_tracker.pauls_ipad","device_tracker","Home","Paul’s iPad","",""
"sensor.pauls_ipad_battery_level","sensor","75","Paul’s iPad Battery Level","battery","%"
"sensor.pauls_ipad_geocoded_location","sensor","2739 Davis Mill Rd
Augusta GA 30815
United States","Paul’s iPad Geocoded Location","",""
"sensor.pauls_ipad_battery_state","sensor","Charging","Paul’s iPad Battery State","",""
"sensor.pauls_ipad_bssid","sensor","72:13:1:e8:1a:22","Paul’s iPad BSSID","",""
"sensor.pauls_ipad_storage","sensor","25.87","Paul’s iPad Storage","","% available"
"sensor.pauls_ipad_ssid","sensor","sowu","Paul’s iPad SSID","",""
"sensor.pauls_ipad_connection_type","sensor","Wi-Fi","Paul’s iPad Connection Type","",""
"sensor.pauls_ipad_app_version","sensor","2025.12.1","Paul’s iPad App Version","",""
"sensor.pauls_ipad_last_update_trigger","sensor","Background Fetch","Paul’s iPad Last Update Trigger","",""
"sensor.pauls_ipad_location_permission","sensor","Authorized Always","Paul’s iPad Location permission","",""
"sensor.pauls_ipad_audio_output","sensor","Built-in Speaker","Paul’s iPad Audio Output","",""
"sensor.pauls_ipad_activity","sensor","Stationary","Paul’s iPad Activity","",""
"device_tracker.great_room_tv","device_tracker","unknown","Great Room TV","",""
"device_tracker.mb_fire_tv","device_tracker","unknown","mb fire tv","",""
"binary_sensor.tuellas_samsung_android_auto","binary_sensor","off","Tuellas Samsung Android Auto","connectivity",""
"binary_sensor.tuellas_samsung_app_inactive","binary_sensor","off","Tuellas Samsung App inactive","",""
"binary_sensor.tuellas_samsung_headphones","binary_sensor","off","Tuellas Samsung Headphones","",""
"binary_sensor.tuellas_samsung_speakerphone","binary_sensor","off","Tuellas Samsung Speakerphone","",""
"binary_sensor.tuellas_samsung_music_active","binary_sensor","off","Tuellas Samsung Music active","",""
"binary_sensor.tuellas_samsung_is_charging","binary_sensor","on","Tuellas Samsung Is charging","plug",""
"binary_sensor.tuellas_samsung_bluetooth_state","binary_sensor","on","Tuellas Samsung Bluetooth state","",""
"binary_sensor.tuellas_samsung_device_locked","binary_sensor","on","Tuellas Samsung Device locked","",""
"binary_sensor.tuellas_samsung_device_secure","binary_sensor","on","Tuellas Samsung Device secure","",""
"binary_sensor.tuellas_samsung_keyguard_locked","binary_sensor","on","Tuellas Samsung Keyguard locked","",""
"binary_sensor.tuellas_samsung_keyguard_secure","binary_sensor","on","Tuellas Samsung Keyguard secure","",""
"binary_sensor.tuellas_samsung_high_accuracy_mode","binary_sensor","unknown","Tuellas Samsung High accuracy mode","",""
"binary_sensor.tuellas_samsung_interactive","binary_sensor","off","Tuellas Samsung Interactive","",""
"binary_sensor.tuellas_samsung_doze_mode","binary_sensor","off","Tuellas Samsung Doze mode","",""
"device_tracker.ts","device_tracker","Home","Tuellas Samsung","",""
"sensor.tuellas_samsung_detected_activity","sensor","still","Tuellas Samsung Detected activity","enum",""
"sensor.tuellas_samsung_sleep_confidence","sensor","95","Tuellas Samsung Sleep confidence","","%"
"sensor.tuellas_samsung_sleep_segment","sensor","3960000.0","Tuellas Samsung Sleep segment","duration","ms"
"sensor.tuellas_samsung_audio_mode","sensor","normal","Tuellas Samsung Audio mode","enum",""
"sensor.tuellas_samsung_battery_level","sensor","100","Tuellas Samsung Battery level","battery","%"
"sensor.tuellas_samsung_battery_state","sensor","full","Tuellas Samsung Battery state","enum",""
"sensor.tuellas_samsung_charger_type","sensor","ac","Tuellas Samsung Charger type","enum",""
"sensor.tuellas_samsung_battery_power","sensor","-0.01","Tuellas Samsung Battery power","power","W"
"sensor.tuellas_samsung_remaining_charge_time","sensor","0","Tuellas Samsung Remaining charge time","duration","min"
"sensor.tuellas_samsung_bluetooth_connection","sensor","1","Tuellas Samsung Bluetooth connection","","connection(s)"
"sensor.tuellas_samsung_ble_transmitter","sensor","Transmitting","Tuellas Samsung BLE transmitter","enum",""
"sensor.tuellas_samsung_car_speed","sensor","unavailable","Tuellas Samsung Car speed","speed","mph"
"sensor.tuellas_samsung_screen_brightness","sensor","32","Tuellas Samsung Screen brightness","",""
"sensor.tuellas_samsung_screen_orientation","sensor","portrait","Tuellas Samsung Screen orientation","",""
"sensor.tuellas_samsung_do_not_disturb_sensor","sensor","off","Tuellas Samsung Do Not Disturb sensor","enum",""
"sensor.tuellas_samsung_accent_color","sensor","#89510D","Tuellas Samsung Accent color","",""
"sensor.tuellas_samsung_geocoded_location","sensor","2739 Davis Mill Rd, Hephzibah, GA 30815, USA","Tuellas Samsung Geocoded location","",""
"sensor.tuellas_samsung_daily_distance","sensor","0.0","Tuellas Samsung Daily distance","distance","ft"
"sensor.tuellas_samsung_light_sensor","sensor","0","Tuellas Samsung Light sensor","illuminance","lx"
"sensor.tuellas_samsung_high_accuracy_update_interval","sensor","unknown","Tuellas Samsung High accuracy update interval","","seconds"
"sensor.tuellas_samsung_wi_fi_connection","sensor","sowu","Tuellas Samsung Wi-Fi connection","",""
"sensor.tuellas_samsung_wi_fi_ip_address","sensor","10.0.0.155","Tuellas Samsung Wi-Fi IP address","",""
"sensor.tuellas_samsung_wi_fi_signal_strength","sensor","-62","Tuellas Samsung Wi-Fi signal strength","signal_strength","dBm"
"sensor.tuellas_samsung_phone_state","sensor","idle","Tuellas Samsung Phone state","enum",""
"sensor.tuellas_samsung_pressure_sensor","sensor","29.6776332175151","Tuellas Samsung Pressure sensor","atmospheric_pressure","inHg"
"sensor.tuellas_samsung_proximity_sensor","sensor","far","Tuellas Samsung Proximity sensor","",""
"binary_sensor.sm_s928u1_android_auto","binary_sensor","off","SM-S928U1 Android Auto","connectivity",""
"binary_sensor.sm_s928u1_app_inactive","binary_sensor","off","SM-S928U1 App inactive","",""
"binary_sensor.sm_s928u1_headphones","binary_sensor","off","SM-S928U1 Headphones","",""
"binary_sensor.sm_s928u1_mic_muted","binary_sensor","off","SM-S928U1 Mic muted","",""
"binary_sensor.sm_s928u1_speakerphone","binary_sensor","off","SM-S928U1 Speakerphone","",""
"binary_sensor.sm_s928u1_music_active","binary_sensor","off","SM-S928U1 Music active","",""
"binary_sensor.sm_s928u1_is_charging","binary_sensor","off","SM-S928U1 Is charging","plug",""
"binary_sensor.sm_s928u1_bluetooth_state","binary_sensor","on","SM-S928U1 Bluetooth state","",""
"binary_sensor.sm_s928u1_device_locked","binary_sensor","on","SM-S928U1 Device locked","",""
"binary_sensor.sm_s928u1_device_secure","binary_sensor","on","SM-S928U1 Device secure","",""
"binary_sensor.sm_s928u1_high_accuracy_mode","binary_sensor","unknown","SM-S928U1 High accuracy mode","",""
"binary_sensor.sm_s928u1_mobile_data","binary_sensor","on","SM-S928U1 Mobile data","",""
"binary_sensor.sm_s928u1_wi_fi_state","binary_sensor","on","SM-S928U1 Wi-Fi state","",""
"binary_sensor.sm_s928u1_nfc_state","binary_sensor","on","SM-S928U1 NFC state","",""
"binary_sensor.sm_s928u1_interactive","binary_sensor","off","SM-S928U1 Interactive","",""
"binary_sensor.sm_s928u1_doze_mode","binary_sensor","off","SM-S928U1 Doze mode","",""
"binary_sensor.sm_s928u1_power_save","binary_sensor","off","SM-S928U1 Power save","",""
"device_tracker.dad_s_phone","device_tracker","home","SM-S928U1","",""
"sensor.sm_s928u1_detected_activity","sensor","still","SM-S928U1 Detected activity","enum",""
"sensor.sm_s928u1_sleep_confidence","sensor","83","SM-S928U1 Sleep confidence","","%"
"sensor.sm_s928u1_sleep_segment","sensor","4320000.0","SM-S928U1 Sleep segment","duration","ms"
"sensor.sm_s928u1_audio_mode","sensor","normal","SM-S928U1 Audio mode","enum",""
"sensor.sm_s928u1_battery_level","sensor","79","SM-S928U1 Battery level","battery","%"
"sensor.sm_s928u1_battery_state","sensor","not_charging","SM-S928U1 Battery state","enum",""
"sensor.sm_s928u1_charger_type","sensor","ac","SM-S928U1 Charger type","enum",""
"sensor.sm_s928u1_battery_temperature","sensor","27.5","SM-S928U1 Battery temperature","temperature","°C"
"sensor.sm_s928u1_battery_power","sensor","0.0","SM-S928U1 Battery power","power","W"
"sensor.sm_s928u1_remaining_charge_time","sensor","0","SM-S928U1 Remaining charge time","duration","min"
"sensor.sm_s928u1_bluetooth_connection","sensor","0","SM-S928U1 Bluetooth connection","","connection(s)"
"sensor.sm_s928u1_ble_transmitter","sensor","Transmitting","SM-S928U1 BLE transmitter","enum",""
"sensor.sm_s928u1_beacon_monitor","sensor","Monitoring","SM-S928U1 Beacon monitor","enum",""
"sensor.sm_s928u1_car_name","sensor","unavailable","SM-S928U1 Car name","",""
"sensor.sm_s928u1_car_odometer","sensor","unavailable","SM-S928U1 Car odometer","distance","ft"
"sensor.sm_s928u1_car_speed","sensor","unavailable","SM-S928U1 Car speed","speed","mph"
"sensor.sm_s928u1_screen_orientation","sensor","portrait","SM-S928U1 Screen orientation","",""
"sensor.sm_s928u1_screen_rotation","sensor","0","SM-S928U1 Screen rotation","","°"
"sensor.sm_s928u1_accent_color","sensor","#475D92","SM-S928U1 Accent color","",""
"sensor.sm_s928u1_geocoded_location","sensor","2739 Davis Mill Rd, Hephzibah, GA 30815, USA","SM-S928U1 Geocoded location","",""
"sensor.sm_s928u1_daily_distance","sensor","0.0","SM-S928U1 Daily distance","distance","ft"
"sensor.sm_s928u1_sleep_duration","sensor","unknown","SM-S928U1 Sleep duration","duration","min"
"sensor.sm_s928u1_daily_steps","sensor","0.0","SM-S928U1 Daily steps","","steps"
"sensor.sm_s928u1_light_sensor","sensor","0","SM-S928U1 Light sensor","illuminance","lx"
"sensor.sm_s928u1_high_accuracy_update_interval","sensor","unknown","SM-S928U1 High accuracy update interval","","seconds"
"sensor.sm_s928u1_wi_fi_connection","sensor","sowu","SM-S928U1 Wi-Fi connection","",""
"sensor.sm_s928u1_wi_fi_signal_strength","sensor","-68","SM-S928U1 Wi-Fi signal strength","signal_strength","dBm"
"sensor.sm_s928u1_phone_state","sensor","idle","SM-S928U1 Phone state","enum",""
"sensor.sm_s928u1_pressure_sensor","sensor","29.2169654780194","SM-S928U1 Pressure sensor","atmospheric_pressure","inHg"
"sensor.sm_s928u1_proximity_sensor","sensor","far","SM-S928U1 Proximity sensor","",""
"sensor.sm_s928u1_steps_sensor","sensor","1001","SM-S928U1 Steps sensor","","steps"
"sensor.sm_s928u1_current_time_zone","sensor","Eastern Standard Time","SM-S928U1 Current time zone","",""
"device_tracker.tb361fu","device_tracker","unknown","TB361FU","",""
"sensor.tb361fu_battery_level","sensor","76","TB361FU Battery level","battery","%"
"sensor.tb361fu_battery_state","sensor","discharging","TB361FU Battery state","enum",""
"sensor.tb361fu_charger_type","sensor","none","TB361FU Charger type","enum",""
"device_tracker.p13pro","device_tracker","Home","P13PRO","",""
"sensor.p13pro_battery_level","sensor","84","P13PRO Battery level","battery","%"
"sensor.p13pro_battery_state","sensor","charging","P13PRO Battery state","enum",""
"sensor.p13pro_charger_type","sensor","usb","P13PRO Charger type","enum",""
"media_player.vlc_telnet","media_player","idle","VLC-TELNET","",""
"tts.google_translate_en_com","tts","2026-01-08T15:58:19.317821+00:00","Google Translate en com","",""
"media_player.living_room_tv_2","media_player","on","Great Room TV","tv",""
"remote.living_room_tv","remote","on","Great Room TV","",""
"sensor.casa_mop_battery","sensor","100","Casa mop Battery","battery","%"
"sensor.casa_mop_tank_level","sensor","0","Casa mop Tank level","","%"
"sensor.casa_mop_battery_cycles","sensor","unknown","Casa mop Battery cycles","",""
"sensor.casa_mop_total_cleaning_time","sensor","unknown","Casa mop Total cleaning time","","h"
"sensor.casa_mop_average_mission_time","sensor","43","Casa mop Average mission time","","min"
"sensor.casa_mop_total_missions","sensor","12","Casa mop Total missions","","Missions"
"sensor.casa_mop_successful_missions","sensor","9","Casa mop Successful missions","","Missions"
"sensor.casa_mop_canceled_missions","sensor","3","Casa mop Canceled missions","","Missions"
"sensor.casa_mop_failed_missions","sensor","0","Casa mop Failed missions","","Missions"
"sensor.casa_mop_scrubs","sensor","unknown","Casa mop Scrubs","","Scrubs"
"sensor.casa_mop_total_cleaned_area","sensor","unknown","Casa mop Total cleaned area","","m²"
"sensor.casa_mop_last_mission_start_time","sensor","2026-01-25T23:04:03+00:00","Casa mop Last mission start time","timestamp",""
"sensor.casa_mop_dock_tank_level","sensor","unknown","Casa mop Dock tank level","","%"
"vacuum.casa_mop","vacuum","docked","Robot Mop","",""
"sensor.paul_travel_time","sensor","0.000277777777777778","Paul Travel Time","duration","h"
"sensor.tuella_travel_time","sensor","0.0","Tuella Travel Time","duration","min"
"sensor.mauriece_travel_time","sensor","0.0","Mauriece Travel Time","duration","min"
"light.great_room_fan_and_light","light","off","Great Room Light","",""
"fan.great_room_fan_and_light","fan","off","Great Room Fan","",""
"button.kitchen_dot_favorite_current_song","button","unknown","Kitchen dot Favorite current song","",""
"media_player.kitchen_dot_2","media_player","playing","Kitchen dot","speaker",""
"button.great_room_show_favorite_current_song","button","unknown","Great Room show Favorite current song","",""
"media_player.great_room_show","media_player","idle","Great Room show","speaker",""
"button.family_dot_favorite_current_song","button","unknown","Family dot Favorite current song","",""
"media_player.family_dot_2","media_player","playing","Family dot","speaker",""
"button.t_s_bose_home_speaker_300_favorite_current_song","button","unknown","T's Bose Home Speaker 300 Favorite current song","",""
"media_player.t_s_bose_home_speaker_300_2","media_player","idle","T's Bose Home Speaker 300","speaker",""
"button.bose_home_speaker_300_favorite_current_song","button","unknown","Bose Home Speaker 300 Favorite current song","",""
"media_player.bose_home_speaker_300_2","media_player","playing","Bose Home Speaker 300","speaker",""
"button.t_s_alexa_app_for_pc_favorite_current_song","button","unknown","T's Alexa App for PC Favorite current song","",""
"media_player.t_s_alexa_app_for_pc_2","media_player","idle","T's Alexa App for PC","speaker",""
"button.show_8_favorite_current_song","button","unknown","Show 8 Favorite current song","",""
"media_player.show_8_2","media_player","idle","Show 8","speaker",""
"media_player.living_room_tv_3","media_player","idle","Living Room TV","",""
"media_player.living_room_4","media_player","unknown","Living Room","",""
"sensor.ai_provider_status_google","sensor","error","AI Provider Status (Google)","",""
"sensor.max_input_tokens_google","sensor","500","Max Input Tokens (Google)","","tokens"
"sensor.max_output_tokens_google","sensor","500","Max Output Tokens (Google)","","tokens"
"sensor.ai_model_in_use_google","sensor","gemini-2.0-flash","AI Model In Use (Google)","",""
"sensor.last_error_message_google","sensor","unknown","Last Error Message (Google)","",""
"light.kitchen_light_switch","light","off","Kitchen Light","",""
"switch.browser_mod_pre_release","switch","on","browser_mod Pre-release","",""
"switch.ha_lovelace_card_waze_travel_time_pre_release","switch","off","HA (Lovelace) Card Waze Travel Time Pre-release","",""
"switch.ttlock_pre_release","switch","off","TTLock Pre-release","",""
"update.hubspace_homeassistant_update","update","off","Hubspace-Homeassistant update","",""
"update.slider_button_card_update","update","off","Slider Button Card update","",""
"update.mushroom_better_sliders_update","update","off","Mushroom - Better Sliders update","",""
"update.view_assist_companion_app_update","update","off","View Assist Companion App update","",""
"update.universal_notifier_update","update","off","Universal Notifier update","",""
"update.bubble_card_update","update","off","Bubble Card update","",""
"update.atomic_calendar_revive_update","update","off","Atomic Calendar Revive update","",""
"update.button_card_update","update","off","button-card update","",""
"update.bose_update","update","off","Bose update","",""
"update.map_card_update","update","off","map-card update","",""
"update.view_assist_update","update","off","View Assist update","",""
"update.home_assistant_media_card_update","update","off","Home Assistant Media Card update","",""
"update.google_maps_card_update","update","off","Google Maps Card update","",""
"update.week_planner_card_update","update","off","Week planner card update","",""
"update.spotifyplus_update","update","off","SpotifyPlus update","",""
"update.wyze_update","update","off","Wyze update","",""
"update.big_slider_card_update","update","off","Big Slider Card update","",""
"update.home_assistant_swipe_navigation_update","update","off","Home Assistant Swipe Navigation update","",""
"update.ble_adv_ceiling_fan_lamps_update","update","off","BLE ADV Ceiling Fan / Lamps update","",""
"update.card_mod_update","update","off","card-mod update","",""
"update.browser_mod_update","update","off","browser_mod update","",""
"update.webrtc_camera_update","update","off","WebRTC Camera update","",""
"update.calendar_week_card_update","update","off","Calendar Week Card update","",""
"update.ha_lovelace_card_waze_travel_time_update","update","off","HA (Lovelace) Card Waze Travel Time update","",""
"update.life360_update","update","off","Life360 update","",""
"update.swipe_navigation_card_update","update","off","Swipe Navigation Card update","",""
"update.mini_media_player_update","update","off","Mini Media Player update","",""
"update.auto_entities_update","update","off","auto-entities update","",""
"update.layout_card_update","update","off","layout-card update","",""
"update.extended_openai_conversation_update","update","off","extended_openai_conversation update","",""
"update.ttlock_update","update","off","TTLock update","",""
"update.mushroom_themes_update","update","off","Mushroom Themes update","",""
"update.wallpanel_update","update","off","WallPanel update","",""
"update.stack_in_card_update","update","off","Stack In Card update","",""
"update.alexa_media_player_update","update","on","Alexa Media Player update","",""
"update.slider_entity_row_update","update","off","slider-entity-row update","",""
"update.hacs_update","update","off","HACS update","",""
"update.config_template_card_update","update","off","Config Template Card update","",""
"update.tuya_local_update","update","off","Tuya Local update","",""
"update.ai_automation_suggester_update","update","off","AI Automation Suggester update","",""
"update.mushroom_update","update","off","Mushroom update","",""
"switch.great_room_fan_and_light_sound","switch","off","Groom Ceiling fan Beep","",""
"media_player.bose_speaker_media_player","media_player","off","Bose Speaker Media Player","",""
"weather.kdnl","weather","cloudy","KDNL","",""
"weather.forecast_home","weather","cloudy","Forecast Case De Sowu","",""
"media_player.living_room_tv","media_player","off","Great Room TV","",""
"button.hubspace_api_thesowus_gmail_com_generate_debug","button","unknown","hubspace-Thesowus@gmail.com Generate Debug","",""
"button.hubspace_api_thesowus_gmail_com_generate_raw","button","unknown","hubspace-Thesowus@gmail.com Generate Raw","",""
"sensor.kitchen_light_wifi_rssi","sensor","-41","Kitchen light wifi-rssi","signal_strength","dB"
"sensor.outside_wifi_rssi","sensor","-47","Loblolly outside wifi-rssi","signal_strength","dB"
"sensor.hallway_wifi_rssi","sensor","-43","Loblolly hallway wifi-rssi","signal_strength","dB"
"switch.kitchen_light_switch","switch","off","Kitchen Light Switch","",""
"switch.outside_switch","switch","on","Outside Light","",""
"switch.hallway_switch","switch","on","Hallway Light","",""
"climate.thermostat","climate","cool","Thermostat","",""
"sensor.thermostat_temperature","sensor","72.0","THERMOSTAT Temperature","temperature","°F"
"number.bose_speaker_bass","number","70","Bose Speaker Bass","",""
"number.bose_speaker_treble","number","30","Bose Speaker Treble","",""
"sensor.bose_speaker_network_type","sensor","WiFi","Bose Speaker Network Type","",""
"sensor.bose_speaker_network_ip_address","sensor","10.0.0.58","Bose Speaker Network IP Address","",""
"button.bose_speaker_old_school_afrobeats","button","unknown","Bose Speaker Old School Afrobeats","",""
"button.bose_speaker_dad_s_neo_soul_mix_for_the_house","button","2026-02-19T00:17:10.118315+00:00","Bose Speaker Dad's Neo Soul mix for the house","",""
"button.bose_speaker_afrobeats_2024_2023_2022","button","unknown","Bose Speaker AFROBEATS 2024, 2023, 2022 🔥🌴","",""
"button.bose_speaker_afrobeats_ghana","button","unknown","Bose Speaker Afrobeats | Ghana  🇬🇭","",""
"button.bose_speaker_90s_dancehall_reggae_throwbacks","button","unknown","Bose Speaker 90s Dancehall Reggae (throwbacks)","",""
"button.bose_speaker_bluetooth_pairing","button","unknown","Bose Speaker Bluetooth Pairing","",""
"sensor.ai_automation_suggestions_google","sensor","No Suggestions","AI Automation Suggestions (Google)","",""
"camera.front_porch_live_view","camera","idle","front porch live view","",""
"camera.front_door_live_view","camera","idle","Loblolly front door","",""
"camera.living_room_live_view","camera","idle","living room Live view","",""
"camera.great_room_live_view","camera","idle","great room ringcsm Live view","",""
"camera.front_door_last_recording_2","camera","idle","Front Door Last recording","",""
"camera.front_door_last_recording","camera","idle","Front Door Last recording","",""
"camera.great_room_last_recording","camera","idle","great room ringcsm Last recording","",""
"event.front_door_ding_2","event","2026-02-06T20:38:29.136+00:00","Front Door Ding","doorbell",""
"event.front_door_ding","event","2026-02-25T23:37:25.043+00:00","Front Door Ding","doorbell",""
"event.living_room_ding","event","unknown","living room Ding","doorbell",""
"event.great_room_motion","event","2026-02-22T17:45:13.081+00:00","great room ringcsm Motion","motion",""
"event.front_door_motion_2","event","2026-02-21T03:23:51.697+00:00","Front Door Motion","motion",""
"event.front_door_motion","event","2026-02-25T23:56:52.168+00:00","Front Door Motion","motion",""
"event.living_room_motion","event","unknown","living room Motion","motion",""
"number.great_room_volume","number","5.0","great room ringcsm Volume","",""
"number.front_door_volume_2","number","6.0","Front Door Volume","",""
"number.front_door_volume","number","8.0","Front Door Volume","",""
"number.living_room_volume","number","5.0","living room Volume","",""
"sensor.great_room_battery","sensor","0","great room ringcsm Battery","battery","%"
"sensor.front_door_battery_3","sensor","unknown","Front Door Battery","battery","%"
"sensor.front_door_battery","sensor","100","Front Door Battery","battery","%"
"sensor.living_room_battery","sensor","unknown","living room Battery","battery","%"
"sensor.great_room_last_activity","sensor","2026-02-26T07:52:19+00:00","great room ringcsm Last activity","timestamp",""
"sensor.front_door_last_activity_2","sensor","2026-02-26T07:12:19+00:00","Front Door Last activity","timestamp",""
"sensor.front_door_last_activity","sensor","2026-02-25T23:56:51+00:00","Front Door Last activity","timestamp",""
"sensor.living_room_last_activity","sensor","2026-02-20T20:33:20+00:00","living room Last activity","timestamp",""
"sensor.great_room_wi_fi_signal_category","sensor","good","great room ringcsm Wi-Fi signal category","",""
"sensor.front_door_wi_fi_signal_category_2","sensor","good","Front Door Wi-Fi signal category","",""
"sensor.great_room_signal_strength","sensor","-24.0","great room ringcsm Signal strength","signal_strength","dBm"
"sensor.front_door_signal_strength_2","sensor","-46.0","Front Door Signal strength","signal_strength","dBm"
"siren.great_room_siren","siren","off","great room ringcsm Siren","",""
"switch.front_door_in_home_chime","switch","on","Front Door In-home chime","",""
"switch.great_room_motion_detection","switch","on","great room ringcsm Motion detection","",""
"switch.front_door_motion_detection_2","switch","on","Front Door Motion detection","",""
